Id,Expected
1,0.06253905879954791
2,0.27371229615808945
3,0.16084180082663269
4,0.21269290682610242
5,0.1770128850653372
6,0.12193536586484377
7,0.1317828894840657
8,0.1459074759932122
9,0.2864418307548756
10,0.21589888570893956
11,0.08377991709665722
12,0.13086120290458458
13,0.12840202026068182
14,0.08132598238250488
15,0.15614895212071034
16,0.09179360440239226
17,0.12183907949945894
18,0.08015505683214785
19,0.13711596155950423
20,0.32231424470275405
21,0.32459570413733807
22,0.10823937325842448
23,0.10756896075364453
24,0.2759883487658401
25,0.30015524912187974
26,0.06655314492670472
27,0.08962084450129548
28,0.09861706952135263
29,0.07543797266561458
30,0.08104742872290327
31,0.12950811263129414
32,0.08329473463284531
33,0.16318400644158615
34,0.1835998845630894
35,0.1736962860134622
36,0.35040005851663303
37,0.04784249668855822
38,0.2818277939745001
39,0.08733503844056079
40,0.068477964322043
41,0.14803441973439724
42,0.28298703005053094
43,0.14746943341449525
44,0.12163872740756598
45,0.14725386869445056
46,0.10308924738901681
47,0.06497198284929773
48,0.17228945915906024
49,0.2815571882586828
50,0.20206439486365646
51,0.06666120805079345
52,0.1875607216179509
53,0.23970030133495324
54,0.11706963554595484
55,0.08995607198033484
56,0.4887397677673475
57,0.11120881367856372
58,0.677226238572696
59,0.1673766968695457
60,0.16825655552045948
61,0.0733436789982953
62,0.10320789319591728
63,0.10087544702045215
64,0.09764655173037673
65,0.09102805956059701
66,0.1987666719857668
67,0.338544526903941
68,0.2901056262849412
69,0.16086254113374787
70,0.3176258029070246
71,0.12702363597230149
72,0.16576881652579445
73,0.12305429816065505
74,0.11429118937965344
75,0.14744809662100267
76,0.17145037979234679
77,0.45228263278979075
78,0.1540282267222145
79,0.18946991943918212
80,0.13341804511934796
81,0.20733596151736022
82,0.2799635593362405
83,0.11930354206850169
84,0.15256521347377738
85,0.11925640428840978
86,0.11955709277110393
87,0.09995547858722198
88,0.17465111440942038
89,0.22154032274398194
90,0.16617924917015447
91,0.20250361622531587
92,0.11061499711288825
93,0.04775206781994934
94,0.0979400316473863
95,0.3331876301205532
96,0.0895860132316666
97,0.13137323505828857
98,0.15430308663837689
99,0.20258394879391295
100,0.21581702596499774
101,0.7314366686397049
102,0.06014267191199785
103,0.11759423247413525
104,0.2680898907900249
105,0.7973562596130306
106,0.09954093282328724
107,0.2555791891446223
108,0.11733149994367764
109,0.24063056797433102
110,0.08159718982726161
111,0.2016888832652981
112,0.18866886986301012
113,0.196356830560654
114,0.08338825980197284
115,0.48665623975992534
116,0.09086297171141566
117,0.14220448432967603
118,0.13089346141819425
119,0.24305114742130463
120,0.23117985265558838
121,0.1390352285605203
122,0.08462320872614226
123,0.1545627057297595
124,0.1411313662921826
125,0.2341016329554112
126,0.16635423291472184
127,0.13951782817958158
128,0.11848779041925284
129,0.18204378447016112
130,0.09102663734351335
131,0.2677649872989504
132,0.05335545249485396
133,0.14007893221380785
134,0.333367834056305
135,0.11130155653048401
136,0.06841906718749324
137,0.11191116810648138
138,0.1909132178632157
139,0.08217552519614846
140,0.07509754752944353
141,0.10086814220051088
142,0.1457629967894507
143,0.1427830770973081
144,0.08221519082752815
145,0.10707363647881285
146,0.20512770994259388
147,0.08878521195194022
148,0.22153676202619843
149,0.1102766239522952
150,0.1224529499195538
151,0.10176303005387766
152,0.24069624914567067
153,0.14854320613852556
154,0.17028051725365023
155,0.05712483114237232
156,0.23881725900238293
157,0.08615002911824854
158,0.16770463696044835
159,0.3258919322737328
160,0.16077902149033885
161,0.09317415926399986
162,0.11354943229704029
163,0.11320935492149653
164,0.15158752565757716
165,0.13498259480341956
166,0.11931606691421526
167,0.13745998865886777
168,0.08909208330560936
169,0.3617012585546402
170,0.19663421278757665
171,0.026148044253566094
172,0.15158752565757716
173,0.4179628982675502
174,0.07006888272267164
175,0.21287345138900127
176,0.18330460444994123
177,0.08889625561743153
178,0.13039595314002128
179,0.1441925139944925
180,0.12759744585581712
181,0.2195955163978066
182,0.12729290090973377
183,0.10659995710993975
184,0.36892475089119625
185,0.1982672050648452
186,0.12728296288632712
187,0.16086678086293738
188,0.12971863838588138
189,0.06998686918322528
190,0.2629261421557444
191,0.0705528228650778
192,0.28491383594801856
193,0.11438808573556503
194,0.16215634498280507
195,0.25433670514722795
196,0.2206208488157375
197,0.36344181446761803
198,0.21003072428481917
199,0.06497082996105152
200,0.13620398976591752
