Id,Expected
1,0.53903495921897
2,0.53903495921897
3,0.53903495921897
4,0.53903495921897
5,0.53903495921897
6,0.53903495921897
7,0.53903495921897
8,0.53903495921897
9,0.53903495921897
10,0.53903495921897
11,0.53903495921897
12,0.53903495921897
13,0.53903495921897
14,0.53903495921897
15,0.53903495921897
16,0.53903495921897
17,0.53903495921897
18,0.53903495921897
19,0.53903495921897
20,0.53903495921897
21,0.53903495921897
22,0.53903495921897
23,0.53903495921897
24,0.53903495921897
25,0.53903495921897
26,0.53903495921897
27,0.53903495921897
28,0.53903495921897
29,0.53903495921897
30,0.53903495921897
31,0.53903495921897
32,0.53903495921897
33,0.53903495921897
34,0.53903495921897
35,0.53903495921897
36,0.53903495921897
37,0.53903495921897
38,0.53903495921897
39,0.53903495921897
40,0.53903495921897
41,0.53903495921897
42,0.53903495921897
43,0.53903495921897
44,0.53903495921897
45,0.53903495921897
46,0.53903495921897
47,0.53903495921897
48,0.53903495921897
49,0.53903495921897
50,0.53903495921897
51,0.53903495921897
52,0.53903495921897
53,0.53903495921897
54,0.53903495921897
55,0.53903495921897
56,0.53903495921897
57,0.53903495921897
58,0.53903495921897
59,0.53903495921897
60,0.53903495921897
61,0.53903495921897
62,0.53903495921897
63,0.53903495921897
64,0.53903495921897
65,0.53903495921897
66,0.53903495921897
67,0.53903495921897
68,0.53903495921897
69,0.53903495921897
70,0.53903495921897
71,0.53903495921897
72,0.53903495921897
73,0.53903495921897
74,0.53903495921897
75,0.53903495921897
76,0.53903495921897
77,0.53903495921897
78,0.53903495921897
79,0.53903495921897
80,0.53903495921897
81,0.53903495921897
82,0.53903495921897
83,0.53903495921897
84,0.53903495921897
85,0.53903495921897
86,0.53903495921897
87,0.53903495921897
88,0.53903495921897
89,0.53903495921897
90,0.53903495921897
91,0.53903495921897
92,0.53903495921897
93,0.53903495921897
94,0.53903495921897
95,0.53903495921897
96,0.53903495921897
97,0.53903495921897
98,0.53903495921897
99,0.53903495921897
100,0.53903495921897
101,0.53903495921897
102,0.53903495921897
103,0.53903495921897
104,0.53903495921897
105,0.53903495921897
106,0.53903495921897
107,0.53903495921897
108,0.53903495921897
109,0.53903495921897
110,0.53903495921897
111,0.53903495921897
112,0.53903495921897
113,0.53903495921897
114,0.53903495921897
115,0.53903495921897
116,0.53903495921897
117,0.53903495921897
118,0.53903495921897
119,0.53903495921897
120,0.53903495921897
121,0.53903495921897
122,0.53903495921897
123,0.53903495921897
124,0.53903495921897
125,0.53903495921897
126,0.53903495921897
127,0.53903495921897
128,0.53903495921897
129,0.53903495921897
130,0.53903495921897
131,0.53903495921897
132,0.53903495921897
133,0.53903495921897
134,0.53903495921897
135,0.53903495921897
136,0.53903495921897
137,0.53903495921897
138,0.53903495921897
139,0.53903495921897
140,0.53903495921897
141,0.53903495921897
142,0.53903495921897
143,0.53903495921897
144,0.53903495921897
145,0.53903495921897
146,0.53903495921897
147,0.53903495921897
148,0.53903495921897
149,0.53903495921897
150,0.53903495921897
151,0.53903495921897
152,0.53903495921897
153,0.53903495921897
154,0.53903495921897
155,0.53903495921897
156,0.53903495921897
157,0.53903495921897
158,0.53903495921897
159,0.53903495921897
160,0.53903495921897
161,0.53903495921897
162,0.53903495921897
163,0.53903495921897
164,0.53903495921897
165,0.53903495921897
166,0.53903495921897
167,0.53903495921897
168,0.53903495921897
169,0.53903495921897
170,0.53903495921897
171,0.53903495921897
172,0.53903495921897
173,0.53903495921897
174,0.53903495921897
175,0.53903495921897
176,0.53903495921897
177,0.53903495921897
178,0.53903495921897
179,0.53903495921897
180,0.53903495921897
181,0.53903495921897
182,0.53903495921897
183,0.53903495921897
184,0.53903495921897
185,0.53903495921897
186,0.53903495921897
187,0.53903495921897
188,0.53903495921897
189,0.53903495921897
190,0.53903495921897
191,0.53903495921897
192,0.53903495921897
193,0.53903495921897
194,0.53903495921897
195,0.53903495921897
196,0.53903495921897
197,0.53903495921897
198,0.53903495921897
199,0.53903495921897
200,0.53903495921897
201,0.53903495921897
202,0.53903495921897
203,0.53903495921897
204,0.53903495921897
205,0.53903495921897
206,0.53903495921897
207,0.53903495921897
208,0.53903495921897
209,0.53903495921897
210,0.53903495921897
211,0.53903495921897
212,0.53903495921897
213,0.53903495921897
214,0.53903495921897
215,0.53903495921897
216,0.53903495921897
217,0.53903495921897
218,0.53903495921897
219,0.53903495921897
220,0.53903495921897
221,0.53903495921897
222,0.53903495921897
223,0.53903495921897
224,0.53903495921897
225,0.53903495921897
226,0.53903495921897
227,0.53903495921897
228,0.53903495921897
229,0.53903495921897
230,0.53903495921897
231,0.53903495921897
232,0.53903495921897
233,0.53903495921897
234,0.53903495921897
235,0.53903495921897
236,0.53903495921897
237,0.53903495921897
238,0.53903495921897
239,0.53903495921897
240,0.53903495921897
241,0.53903495921897
242,0.53903495921897
243,0.53903495921897
244,0.53903495921897
245,0.53903495921897
246,0.53903495921897
247,0.53903495921897
248,0.53903495921897
249,0.53903495921897
250,0.53903495921897
251,0.53903495921897
252,0.53903495921897
253,0.53903495921897
254,0.53903495921897
255,0.53903495921897
256,0.53903495921897
257,0.53903495921897
258,0.53903495921897
259,0.53903495921897
260,0.53903495921897
261,0.53903495921897
262,0.53903495921897
263,0.53903495921897
264,0.53903495921897
265,0.53903495921897
266,0.53903495921897
267,0.53903495921897
268,0.53903495921897
269,0.53903495921897
270,0.53903495921897
271,0.53903495921897
272,0.53903495921897
273,0.53903495921897
274,0.53903495921897
275,0.53903495921897
276,0.53903495921897
277,0.53903495921897
278,0.53903495921897
279,0.53903495921897
280,0.53903495921897
281,0.53903495921897
282,0.53903495921897
283,0.53903495921897
284,0.53903495921897
285,0.53903495921897
286,0.53903495921897
287,0.53903495921897
288,0.53903495921897
289,0.53903495921897
290,0.53903495921897
291,0.53903495921897
292,0.53903495921897
293,0.53903495921897
294,0.53903495921897
295,0.53903495921897
296,0.53903495921897
297,0.53903495921897
298,0.53903495921897
299,0.53903495921897
300,0.53903495921897
301,0.53903495921897
302,0.53903495921897
303,0.53903495921897
304,0.53903495921897
305,0.53903495921897
306,0.53903495921897
307,0.53903495921897
308,0.53903495921897
309,0.53903495921897
310,0.53903495921897
311,0.53903495921897
312,0.53903495921897
313,0.53903495921897
314,0.53903495921897
315,0.53903495921897
316,0.53903495921897
317,0.53903495921897
318,0.53903495921897
319,0.53903495921897
320,0.53903495921897
321,0.53903495921897
322,0.53903495921897
